host_response;response_date;number_of_messages;automated_coding;latitude;longitude;bed_type;property_type;cancellation_policy;number_guests;bedrooms;bathrooms;cleaning_fee;price;apt_rating;property_setup;city;date_sent;listing_down;number_of_listings;number_of_reviews;member_since;verified_id;host_race;super_host;host_gender;host_age;host_gender_1;host_gender_2;host_gender_3;host_race_1;host_race_2;host_race_3;guest_first_name;guest_last_name;guest_race;guest_gender;guest_id;population;whites;blacks;asians;hispanics;available_september;up_not_available_september;september_price;census_tract;host_id;new_number_of_listings
2;08.07.2015 01:35;\N;0;328.288;-967.677;NULL;Apartment;Flexible;4;4;4;40;97;5;Entire Place;Dallas;07.07.2015 14:51;0;1;47;May 2013;0;white;-1;F;middle/young;F;F;Null;white;white;Null;Greg;O'Brien;white;male;7;3409;3081;48;80;375;0;1;97;202;6324192;1
1;09.07.2015 20:53;2;1;328.236;-967.669;Futon;Apartment;Flexible;3;3;3;-1;50;04. Mai;Entire Place;Dallas;07.07.2015 17:58;0;1;10;March 2015;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Tamika;Williams;black;female;14;3409;3081;48;80;375;0;1;50;202;29179473;1
0;10.07.2015 13:08;\N;1;328.192;-967.645;Real Bed;House;Flexible;2;2;2;-1;69;-1;Private Room;Dallas;07.07.2015 14:18;0;1;2;Sep 14;1;UU;-1;UU;young;UU;UU;Null;UU;UU;Null;Brad;Walsh;white;male;6;3358;2815;117;63;796;\N;\N;\N;1101;21065202;1
13;07.07.2015 20:50;3;0;328.132;-967.721;NULL;House;Flexible;5;5;5;-1;650;-1;Entire Place;Dallas;07.07.2015 15:58;0;1;0;Nov 14;0;black;-1;M;young;M;M;Null;black;black;Null;Todd;McCarthy;white;male;10;2204;1609;47;34;1129;1;0;650;1002;23423225;1
0;08.07.2015 15:42;\N;0;328.286;-967.723;Real Bed;House;Flexible;1;1;1;50;79;5;Private Room;Dallas;07.07.2015 21:39;0;1;9;October 2013;1;white;-1;F;young;F;F;Null;white;white;Null;Leroy;Washington;black;male;23;4080;3641;97;161;418;1;0;104;300;9443300;1
4;07.07.2015 19:19;\N;0;328.286;-967.777;NULL;House;Strict;10;10;10;300;900;5;Entire Place;Dallas;07.07.2015 14:52;0;1;3;December 2013;1;white;-1;MF;middle/young;MF;MF;Null;white;white;Null;Greg;O'Brien;white;male;7;4080;3641;97;161;418;0;1;900;300;10435889;1
1;07.07.2015 04:13;\N;1;327.967;-96.766;Real Bed;Bed and Breakfast;Flexible;2;2;2;10;59;5;Private Room;Dallas;06.07.2015 20:12;0;1;5;Apr 11;0;white;-1;F;middle;F;F;Null;white;white;Null;Allison;Sullivan;white;female;1;3328;1547;379;50;2248;0;1;65;1502;545262;1
4;07.07.2015 22:38;2;0;329.216;-96.782;Real Bed;Apartment;Flexible;2;2;2;-1;59;5;Private Room;Dallas;07.07.2015 18:28;0;1;14;July 2011;1;white;-1;F;middle/old;F;F;Null;white;white;Null;Tanisha;Jackson;black;female;15;6206;5138;395;411;528;1;0;65;13200;872793;1
-1;\N;\N;1;329.177;-967.755;Real Bed;Apartment;Moderate;4;4;4;-1;30;5;Private Room;Dallas;07.07.2015 15:28;0;1;13;Apr 15;1;white;-1;MM;young;MM;MM;Null;white;white;Null;Jay;Murphy;white;male;21;6206;5138;395;411;528;\N;\N;\N;13200;31753408;1
0;07.07.2015 22:38;2;1;329.332;-968.173;Real Bed;Apartment;Moderate;2;2;2;-1;59;5;Private Room;Dallas;07.07.2015 15:58;0;1;26;July 2014;1;white;-1;MF;young/middle;MF;MF;Null;white;white;Null;Todd;McCarthy;white;male;10;2619;1330;241;287;1244;0;1;62;13626;18682481;1
1;07.07.2015 20:58;2;1;329.457;-968.076;Airbed;Apartment;Flexible;2;2;2;-1;60;5;Private Room;Dallas;07.07.2015 16:34;0;1;5;June 2013;1;white;-1;M;young;F;M;M;white;white;white;Latoya;Williams;black;female;13;6270;3023;1479;252;2808;1;0;83;13623;7010413;1
1;07.07.2015 22:35;2;0;329.398;-968.126;Real Bed;House;Flexible;2;2;2;-1;69;-1;Private Room;Dallas;07.07.2015 18:34;0;1;1;March 2015;1;unclear_three votes;-1;M;young;M;M;M;UU;hisp;white;Jamal;Jones;black;male;17;6270;3023;1479;252;2808;\N;\N;\N;13623;30104774;1
2;08.07.2015 00:43;4;0;329.306;-968.186;Real Bed;House;Flexible;2;2;2;-1;45;-1;Private Room;Dallas;07.07.2015 18:28;0;1;2;March 2013;1;white;-1;MM;young/middle;MM;MM;Null;white;white;Null;Tanisha;Jackson;black;female;15;5611;3744;711;468;1152;0;1;57;13616;5496988;1
0;08.07.2015 03:43;\N;1;329.877;-967.892;Real Bed;House;Flexible;2;2;2;-1;55;-1;Private Room;Dallas;07.07.2015 15:32;0;3;3;July 2011;0;white;-1;MF;old;MF;MF;Null;white;white;Null;Jay;Murphy;white;male;21;2477;2019;111;195;225;0;1;55;31718;804559;1
10;07.07.2015 22:42;2;0;329.181;-968.152;Real Bed;House;Flexible;2;2;2;15;65;-1;Private Room;Dallas;07.07.2015 18:31;0;1;2;May 2014;0;white;-1;F;middle;F;F;Null;white;white;Null;Darnell;Jackson;black;male;16;4807;3414;500;122;1601;1;0;73;9604;16003316;1
10;08.07.2015 15:55;\N;0;328.658;-968.032;NULL;Apartment;Flexible;5;5;5;-1;170;-1;Entire Place;Dallas;07.07.2015 21:39;0;2;2;January 2015;0;white;-1;F;young;F;F;Null;white;white;Null;Leroy;Washington;black;male;23;5140;4882;46;119;201;\N;\N;\N;7700;26361124;2
0;08.07.2015 23:03;\N;1;329.548;-967.997;Real Bed;Apartment;Flexible;2;2;2;-1;99;-1;Entire Place;Dallas;07.07.2015 21:33;0;5;1;Apr 13;0;NA;-1;NA;NA;NA;UU;NA;NA;NA;NA;Kareem;Robinson;black;male;22;5304;3805;515;224;1292;\N;\N;\N;13606;5881933;1
1;07.07.2015 12:30;2;0;329.253;-967.903;NULL;House;Flexible;2;-1;2;-1;125;-1;Private Room;Dallas;06.07.2015 23:48;0;1;0;June 2013;0;white;-1;M;old;M;M;Null;white;white;Null;Anne;Murphy;white;female;2;2535;2338;37;112;104;1;0;125;13608;6904484;1
-1;\N;\N;1;328.398;-968.266;NULL;House;Flexible;2;2;2;20;170;-1;Entire Place;Dallas;\N;0;3;0;June 2014;0;white;-1;M;young;M;M;M;white;black;white;Meredith;O'Brien;white;female;5;5919;2456;2202;153;1958;\N;\N;\N;7102;16468063;2
10;07.07.2015 20:31;3;0;329.951;-968.711;NULL;House;Flexible;2;2;2;50;199;-1;Entire Place;Dallas;07.07.2015 16:07;0;3;0;June 2014;0;white;-1;M;young;M;M;M;white;black;white;Lakisha;Jones;black;female;11;3984;2099;893;281;1204;1;0;105;21638;16468063;2
1;07.07.2015 19:05;2;0;330.077;-968.588;Real Bed;Apartment;Moderate;2;2;2;20;50;-1;Private Room;Dallas;07.07.2015 14:18;0;1;1;Sep 14;1;black;-1;F;young;F;F;Null;black;black;Null;Brad;Walsh;white;male;6;4441;2323;1066;275;1170;\N;\N;\N;21616;21426359;1
0;07.07.2015 22:38;\N;0;32.988;-967.781;Real Bed;Apartment;Flexible;1;1;1;-1;81;-1;Private Room;Dallas;07.07.2015 18:37;0;1;1;December 2013;1;asian;-1;F;young;F;F;Null;asian;asian;Null;Jermaine;Jones;black;male;18;4072;1744;746;708;1670;1;0;81;31720;10417835;1
1;08.07.2015 01:37;2;1;32.808;-967.122;Real Bed;Undefined;Flexible;2;2;2;-1;88;-1;Entire Place;Dallas;07.07.2015 21:34;0;1;2;June 2015;1;white;-1;M;old/middle;M;M;Null;white;white;Null;Kareem;Robinson;black;male;22;2984;1830;371;36;1309;0;1;88;12209;36887133;1
1;08.07.2015 02:40;\N;1;328.555;-96.75;Real Bed;House;Flexible;2;2;2;-1;37;-1;Private Room;Dallas;\N;0;1;2;May 2015;0;white;-1;mix;middle;mix;mix;Null;white;white;Null;Jermaine;Jones;black;male;18;5081;4443;217;80;892;0;1;49;7902;34638770;1
1;07.07.2015 22:02;2;1;328.153;-966.975;Real Bed;House;Flexible;3;3;3;-1;60;5;Private Room;Dallas;07.07.2015 18:00;0;2;24;March 2012;1;white;-1;M;young/middle;M;M;Null;white;white;Null;Tamika;Williams;black;female;14;2984;1830;371;36;1309;0;1;60;12209;1872638;2
4;08.07.2015 01:44;3;0;328.414;-967.373;NULL;House;Moderate;2;2;2;-1;60;5;Private Room;Dallas;07.07.2015 21:40;0;1;90;Aug 10;1;white;-1;MF;middle/young;MF;MF;Null;white;white;Null;Leroy;Washington;black;male;23;6525;6211;30;124;392;0;1;50;8000;187806;1
4;07.07.2015 01:10;4;0;328.794;-967.556;Real Bed;Apartment;Flexible;3;3;3;10;37;-1;Private Room;Dallas;06.07.2015 20:14;0;1;14;Aug 13;1;mult;-1;MF;young;MF;MF;MF;mult;black;mult;Allison;Sullivan;white;female;1;4606;1669;1031;643;2115;0;1;37;7815;8314893;1
2;08.07.2015 13:29;2;0;328.639;-967.048;NULL;Undefined;Moderate;5;5;5;45;83;5;Entire Place;Dallas;07.07.2015 21:40;0;1;10;October 2014;1;white;-1;F;middle/young;F;F;Null;white;white;Null;Leroy;Washington;black;male;23;4324;3674;289;65;610;0;1;83;12900;22694809;1
1;07.07.2015 21:47;3;0;328.518;-967.605;Real Bed;Apartment;Moderate;2;2;2;-1;65;-1;Private Room;Dallas;07.07.2015 16:43;0;1;1;June 2015;1;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Latoya;Williams;black;female;13;2049;1339;239;296;423;1;0;69;7909;35911052;1
2;07.07.2015 03:59;\N;0;328.413;-967.413;NULL;House;Flexible;5;5;5;50;175;-1;Entire Place;Dallas;06.07.2015 23:51;0;1;0;Nov 12;1;white;-1;MF;UU/young;mix;MF;MF;white;white;white;Laurie;Ryan;white;female;3;6525;6211;30;124;392;0;1;200;8000;4096464;1
2;08.07.2015 01:57;\N;0;328.543;-967.448;Real Bed;House;Strict;2;2;2;20;40;5;Private Room;Dallas;07.07.2015 21:29;0;1;20;January 2015;1;unclear;-1;F;UU/young;F;F;F;UU;unclear;unclear;Jermaine;Jones;black;male;18;5081;4443;217;80;892;0;1;40;7902;26433742;1
10;07.07.2015 21:59;4;0;328.484;-967.667;Real Bed;Undefined;Flexible;2;2;2;25;35;-1;Shared Room;Dallas;07.07.2015 16:43;0;1;0;June 2015;0;asian;-1;F;young;F;F;Null;asian;asian;Null;Latoya;Williams;black;female;13;1860;1292;290;80;419;\N;\N;\N;7913;35923397;1
13;08.07.2015 10:06;3;0;328.575;-967.638;Real Bed;Apartment;Moderate;4;4;4;-1;80;5;Entire Place;Dallas;07.07.2015 14:57;0;1;4;October 2014;1;white;-1;F;young;F;F;Null;white;white;Null;Brent;Baker;white;male;8;3202;2108;313;508;587;0;1;90;7910;22436500;1
-1;\N;\N;1;328.536;-967.631;Real Bed;Apartment;Flexible;2;2;2;-1;70;04. Mai;Entire Place;Dallas;07.07.2015 16:25;0;1;13;October 2014;0;white;-1;F;young;F;F;Null;white;white;Null;Latonya;Robinson;black;female;12;2049;1339;239;296;423;0;1;70;7909;22128056;1
0;08.07.2015 12:35;\N;1;328.591;-967.433;Real Bed;House;Flexible;2;2;2;25;52;-1;Private Room;Dallas;07.07.2015 18:32;0;1;2;Apr 13;0;white;-1;F;middle/young;F;F;Null;white;white;Null;Darnell;Jackson;black;male;16;2269;1520;440;40;462;\N;\N;\N;7809;5952612;1
0;07.07.2015 21:57;\N;0;328.454;-967.684;Real Bed;Undefined;Flexible;2;2;2;125;88;-1;Entire Place;Dallas;07.07.2015 16:07;0;2;0;Nov 13;0;white;-1;MF;old;MF;MF;MF;white;hisp;white;Lakisha;Jones;black;female;11;2363;1773;229;154;366;\N;\N;\N;7914;9829786;1
-1;08.07.2015 20:08;2;1;32.846;-967.689;Real Bed;Undefined;Flexible;4;4;4;40;80;-1;Entire Place;Dallas;07.07.2015 16:08;0;1;1;May 2015;1;white;-1;M;young;M;M;Null;white;white;Null;Lakisha;Jones;black;female;11;1860;1292;290;80;419;\N;\N;\N;7913;34323762;1
-1;\N;\N;1;328.715;-96.77;NULL;Apartment;Flexible;2;2;2;-1;200;-1;Entire Place;Dallas;07.07.2015 14:57;0;1;0;May 2013;1;white;-1;F;middle;F;F;Null;white;white;Null;Brent;Baker;white;male;8;1085;730;163;58;199;1;0;200;7822;6475115;1
4;08.07.2015 01:41;4;0;328.513;-967.667;Couch;Apartment;Strict;1;1;1;40;40;-1;Shared Room;Dallas;07.07.2015 21:34;0;1;1;December 2013;0;unclear_three votes;-1;MF;UU/young;MF;MF;MF;unclear;black;hisp;Kareem;Robinson;black;male;22;2049;1339;239;296;423;1;0;80;7909;10493164;1
-1;08.07.2015 00:18;2;1;329.155;-967.376;Real Bed;House;Flexible;2;2;2;-1;70;-1;Private Room;Dallas;06.07.2015 20:18;0;1;0;Apr 15;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Allison;Sullivan;white;female;1;3062;1135;856;548;887;\N;\N;\N;19016;30473870;1
1;07.07.2015 23:32;\N;1;328.529;-967.067;Real Bed;House;Flexible;1;1;1;-1;95;-1;Private Room;Dallas;07.07.2015 14:58;0;1;1;Apr 14;1;white;-1;F;middle/young;F;F;Null;white;white;Null;Brent;Baker;white;male;8;4324;3674;289;65;610;1;0;95;12900;14099991;1
0;08.07.2015 02:25;\N;1;328.448;-967.635;Real Bed;Apartment;Flexible;2;2;2;25;90;-1;Private Room;Dallas;07.07.2015 16:08;0;1;4;Aug 13;1;white;-1;F;young;F;F;Null;white;white;Null;Lakisha;Jones;black;female;11;2363;1773;229;154;366;1;0;103;7914;8016850;1
0;07.07.2015 19:59;\N;1;329.178;-967.348;NULL;Apartment;Flexible;4;4;4;-1;79;-1;Entire Place;Dallas;07.07.2015 15:59;0;1;0;May 2015;1;NA;-1;NA;NA;UU;NA;NA;NA;NA;NA;Todd;McCarthy;white;male;10;3975;1189;1720;578;708;\N;\N;\N;19034;33860432;1
-1;\N;\N;1;328.581;-967.653;Airbed;Apartment;Flexible;2;2;2;-1;75;-1;Shared Room;Dallas;07.07.2015 18:28;0;1;0;February 2015;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Tanisha;Jackson;black;female;15;3202;2108;313;508;587;1;0;75;7910;27380466;1
-1;\N;\N;1;328.492;-96.764;Real Bed;Apartment;Strict;3;3;3;30;150;-1;Entire Place;Dallas;07.07.2015 16:26;0;1;0;October 2014;0;hisp;-1;F;young;F;F;F;asian;hisp;hisp;Latonya;Robinson;black;female;12;1860;1292;290;80;419;\N;\N;\N;7913;22016588;1
2;07.07.2015 20:17;\N;0;32.85;-967.441;Real Bed;House;Strict;4;4;4;50;350;-1;Entire Place;Dallas;07.07.2015 16:09;0;1;0;Apr 15;0;white;-1;M;UU/middle;MF;M;M;white;white;white;Lakisha;Jones;black;female;11;5081;4443;217;80;892;\N;\N;\N;7902;32235788;1
1;07.07.2015 22:36;3;0;32.746;-968.339;Real Bed;Bed and Breakfast;Flexible;2;2;2;-1;65;5;Private Room;Dallas;07.07.2015 18:32;0;1;91;Aug 13;1;white;-1;MF;old;MF;MF;Null;white;white;Null;Darnell;Jackson;black;male;16;3723;2149;177;8;3309;0;1;65;4700;7961670;1
4;07.07.2015 15:39;3;0;327.519;-968.438;Real Bed;House;Flexible;2;2;2;-1;50;5;Private Room;Dallas;07.07.2015 11:30;0;1;35;December 2014;1;white;-1;F;middle;F;F;Null;white;white;Null;Meredith;O'Brien;white;female;5;2237;1627;90;29;1372;0;1;50;4202;24623282;1
1;07.07.2015 20:46;2;0;327.111;-96.844;Real Bed;Bed and Breakfast;Moderate;1;1;1;30;38;04. Mai;Private Room;Dallas;07.07.2015 16:43;0;1;28;October 2013;0;white;-1;F;middle/old;F;F;Null;white;white;Null;Latoya;Williams;black;female;13;5879;3028;551;5;4921;0;1;35;6301;9261842;1
1;07.07.2015 22:26;3;0;327.573;-968.148;Real Bed;Apartment;Moderate;1;1;1;-1;34;5;Shared Room;Dallas;07.07.2015 17:59;0;1;6;March 2014;1;white;-1;F;young;F;F;Null;white;white;Null;Tamika;Williams;black;female;14;5741;2295;988;34;4098;0;1;40;2000;12805209;1
0;08.07.2015 01:52;2;1;327.375;-968.437;Real Bed;House;Flexible;2;2;2;-1;60;4;Private Room;Dallas;07.07.2015 21:41;0;2;4;January 2015;1;white;-1;MF;old;mix;MF;MF;white;white;white;Leroy;Washington;black;male;23;2878;1881;74;8;2579;0;1;60;5100;25755840;2
0;07.07.2015 22:30;3;0;327.519;-968.635;Real Bed;House;Flexible;2;2;2;-1;39;-1;Private Room;Dallas;07.07.2015 17:59;0;1;0;June 2015;1;white;-1;F;/middle;F;F;Null;white;white;Null;Tamika;Williams;black;female;14;4974;2891;410;36;3872;1;0;63;6800;35002002;1
4;07.07.2015 23:31;2;0;32.749;-968.379;Real Bed;Undefined;Flexible;3;3;3;15;70;04. Mai;Private Room;Dallas;07.07.2015 11:31;0;1;10;December 2014;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Meredith;O'Brien;white;female;5;1709;1269;107;13;815;0;1;70;4600;25145813;1
0;08.07.2015 20:40;\N;1;327.463;-968.501;Real Bed;Apartment;Moderate;2;2;2;-1;100;5;Entire Place;Dallas;07.07.2015 17:36;0;1;15;May 2012;1;white;-1;M;young;M;M;Null;white;white;Null;Latoya;Williams;black;female;13;1709;1269;107;13;815;0;1;100;4600;2399830;1
-1;\N;\N;1;32.729;-968.547;Real Bed;House;Moderate;2;2;2;75;66;-1;Private Room;Dallas;07.07.2015 15:18;0;1;1;October 2009;1;NA;-1;NA;UU/NA;NA;NA;NA;UU;NA;NA;Brent;Baker;white;male;8;7085;4491;126;17;6257;\N;\N;\N;5300;47486;1
1;08.07.2015 01:34;2;1;327.407;-968.721;NULL;House;Flexible;2;2;2;30;64;5;Private Room;Dallas;07.07.2015 18:32;0;2;6;December 2014;1;black;-1;F;young;F;F;Null;black;black;Null;Darnell;Jackson;black;male;16;6008;4132;138;13;4916;0;1;40;4500;24396576;2
1;07.07.2015 01:17;2;1;327.319;-968.335;Real Bed;House;Flexible;2;2;2;-1;65;5;Private Room;Dallas;06.07.2015 20:20;0;1;6;Sep 14;1;white;-1;M;young/middle;M;M;Null;white;white;Null;Allison;Sullivan;white;female;1;5940;2604;1906;25;3433;0;1;65;6200;21257246;1
1;08.07.2015 12:54;2;1;327.607;-968.201;Real Bed;Apartment;Moderate;2;2;2;50;90;5;Entire Place;Dallas;07.07.2015 18:34;0;1;5;Sep 14;0;black;-1;M;young/middle;M;M;Null;black;black;Null;Jamal;Jones;black;male;17;5741;2295;988;34;4098;\N;\N;\N;2000;21563032;1
1;07.07.2015 22:07;3;0;327.268;-968.504;Real Bed;House;Flexible;2;2;2;25;79;03. Mai;Private Room;Dallas;07.07.2015 17:37;0;1;4;July 2013;1;white;-1;F;old/middle;F;F;Null;white;white;Null;Latoya;Williams;black;female;13;4428;3056;123;7;3596;1;0;92;6302;7304616;1
-1;08.07.2015 22:34;\N;1;32.754;-968.423;Real Bed;Apartment;Flexible;1;1;1;-1;1000;-1;Private Room;Dallas;07.07.2015 18:34;0;1;0;January 2011;0;white;-1;MM;young/middle;MM;M;MM;white;white;white;Jamal;Jones;black;male;17;3107;2566;183;48;756;1;0;1000;4400;368880;1
1;07.07.2015 19:02;4;0;327.531;-968.461;Real Bed;Bed and Breakfast;Flexible;2;2;2;-1;75;-1;Private Room;Dallas;07.07.2015 14:53;0;1;0;June 2015;0;white;-1;F;old;F;F;Null;white;white;Null;Greg;O'Brien;white;male;7;2237;1627;90;29;1372;\N;\N;\N;4202;34828596;1
2;14.07.2015 06:04;2;0;327.007;-968.556;Real Bed;Undefined;Flexible;6;6;6;-1;13;-1;Entire Place;Dallas;07.07.2015 15:59;0;1;8;Apr 11;0;white;-1;M;young;M;M;Null;white;white;Null;Todd;McCarthy;white;male;10;4263;1352;1891;23;1865;1;0;13;6100;479457;1
0;07.07.2015 20:46;\N;1;327.535;-968.463;NULL;House;Moderate;4;4;4;-1;135;-1;Entire Place;Dallas;07.07.2015 16:27;0;1;1;January 2011;0;white;-1;MM;old/middle;MM;MM;Null;white;white;Null;Latonya;Robinson;black;female;12;2237;1627;90;29;1372;\N;\N;\N;4202;362477;1
2;07.07.2015 13:12;5;0;327.995;-96.773;Real Bed;Apartment;Flexible;2;2;2;-1;125;-1;Private Room;Dallas;06.07.2015 23:49;0;4;24;Nov 14;1;white;-1;MF;middle/old;MF;MF;Null;white;white;Null;Anne;Murphy;white;female;2;2463;1380;410;111;1051;1;0;125;1504;23322773;3
1;08.07.2015 14:49;\N;0;328.053;-967.639;NULL;Apartment;Flexible;4;4;4;-1;125;04. Mai;Entire Place;Dallas;07.07.2015 15:19;0;1;23;Sep 14;1;white;-1;M;young;M;M;Null;white;white;Null;Brent;Baker;white;male;8;3756;2351;438;99;1653;0;1;125;1400;21504766;1
-1;\N;\N;1;328.447;-967.096;NULL;House;Moderate;4;4;4;-1;85;04. Mai;Entire Place;Dallas;06.07.2015 23:52;0;1;38;Nov 13;1;white;-1;F;young;F;F;Null;white;white;Null;Laurie;Ryan;white;female;3;4324;3674;289;65;610;1;0;94;12900;9856309;1
11;07.07.2015 00:31;\N;0;327.853;-967.397;Real Bed;House;Moderate;2;2;2;-1;100;-1;Private Room;Dallas;06.07.2015 20:25;0;1;0;March 2015;0;UU;-1;UU;UU;UU;UU;Null;UU;UU;Null;Allison;Sullivan;white;female;1;5308;1871;1418;13;3666;1;0;100;2500;28531954;1
1;08.07.2015 13:38;\N;1;326.477;-96.861;NULL;House;Flexible;3;3;3;-1;51;-1;Private Room;Dallas;07.07.2015 21:41;0;1;0;May 2015;0;black;-1;M;middle;M;M;M;hisp;black;black;Leroy;Washington;black;male;23;6211;359;5415;22;565;1;0;51;10902;34066371;1
4;08.07.2015 01:41;2;0;327.786;-967.194;Real Bed;House;Moderate;2;2;2;10;75;5;Private Room;Dallas;07.07.2015 15:34;0;1;34;Apr 14;1;white;-1;mix;middle;mix;mix;Null;white;white;Null;Jay;Murphy;white;male;21;9859;4889;559;31;8193;1;0;80;8400;14095955;1
-1;\N;\N;1;327.841;-967.678;Real Bed;Undefined;Moderate;2;2;2;75;200;-1;Entire Place;Dallas;06.07.2015 23:49;0;1;3;Sep 12;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Anne;Murphy;white;female;2;2568;189;2239;5;147;\N;\N;\N;20300;3688428;1
0;09.07.2015 01:03;2;1;326.427;-969.694;Airbed;House;Flexible;2;2;2;10;44;5;Private Room;Dallas;07.07.2015 18:29;0;1;40;May 2014;1;white;-1;F;young;F;F;Null;white;white;Null;Tanisha;Jackson;black;female;15;11035;3709;5106;375;3466;1;0;56;16510;15908186;1
1;08.07.2015 01:59;\N;1;326.598;-969.502;Real Bed;House;Flexible;2;2;2;-1;55;-1;Private Room;Dallas;07.07.2015 21:34;0;1;1;January 2012;1;black;-1;F;young;F;F;Null;black;black;Null;Kareem;Robinson;black;male;22;11035;3709;5106;375;3466;\N;\N;\N;16510;1611050;1
1;13.07.2015 02:10;\N;0;326.423;-969.643;Real Bed;House;Flexible;2;2;2;10;63;5;Private Room;Dallas;07.07.2015 21:29;0;1;9;February 2014;1;black;-1;M;young;M;M;Null;black;black;Null;Jermaine;Jones;black;male;18;11035;3709;5106;375;3466;1;0;62;16510;12510149;1
0;08.07.2015 13:53;\N;1;328.731;-968.526;Real Bed;House;Strict;1;1;1;-1;70;-1;Private Room;Dallas;07.07.2015 21:30;0;16;25;October 2011;1;white;-1;F;middle;F;F;F;unclear;white;white;Jermaine;Jones;black;male;18;3670;2492;126;33;2277;0;1;50;9401;1294259;2
-1;\N;\N;1;328.713;-968.519;NULL;House;Strict;6;6;6;-1;50;-1;Shared Room;Dallas;\N;0;16;25;October 2011;1;white;-1;F;middle;F;F;F;unclear;white;white;Jamal;Jones;black;male;17;3670;2492;126;33;2277;0;1;50;9401;1294259;2
1;08.07.2015 01:31;2;0;328.221;-967.727;Real Bed;House;Flexible;2;2;2;-1;95;5;Private Room;Dallas;07.07.2015 21:30;0;1;13;Aug 14;1;white;-1;F;middle;F;F;Null;white;white;Null;Jermaine;Jones;black;male;18;1602;1399;25;35;337;1;0;95;1001;19564871;1
1;07.07.2015 20:49;\N;0;328.206;-967.785;Real Bed;House;Flexible;1;1;1;-1;55;-1;Private Room;Dallas;07.07.2015 15:37;0;1;0;January 2015;1;white;-1;F;middle/old;F;F;Null;white;white;Null;Jay;Murphy;white;male;21;1602;1399;25;35;337;\N;\N;\N;1001;26924618;1
-1;08.07.2015 15:31;\N;1;328.831;-968.381;Real Bed;Apartment;Strict;2;2;2;159;99;-1;Entire Place;Dallas;07.07.2015 11:31;0;4;0;June 2015;0;white;-1;F;young;F;FF;F;white;white;white;Meredith;O'Brien;white;female;5;1901;1718;20;65;195;\N;\N;\N;7601;36091477;3
2;07.07.2015 21:26;\N;0;32.819;-967.778;NULL;House;Flexible;8;8;8;80;460;5;Entire Place;Dallas;07.07.2015 16:03;0;1;7;January 2013;1;white;-1;F;middle/young;F;F;Null;white;white;Null;Todd;McCarthy;white;male;10;2204;1609;47;34;1129;0;1;550;1002;4732135;1
13;07.07.2015 21:08;2;0;328.985;-968.586;Real Bed;House;Flexible;2;2;2;-1;60;-1;Private Room;Dallas;07.07.2015 15:38;0;2;1;March 2014;1;white;-1;F;young;F;F;Null;white;white;Null;Jay;Murphy;white;male;21;3458;2781;121;72;1080;1;0;60;9607;13005209;2
-1;\N;\N;1;328.861;-968.682;Real Bed;House;Flexible;2;2;2;-1;89;-1;Private Room;Dallas;07.07.2015 15:38;0;1;0;Sep 14;0;white;-1;M;young;M;M;Null;white;white;Null;Jay;Murphy;white;male;21;3060;2655;123;47;552;\N;\N;\N;9702;21006851;1
1;09.07.2015 03:58;3;0;327.985;-968.089;Real Bed;Apartment;Moderate;2;2;2;25;68;04. Mai;Entire Place;Dallas;08.07.2015 23:55;0;1;39;Aug 14;1;white;-1;unclear_three votes;NA/UU;NA;F;MF;NA;white;white;Brent;Baker;white;male;8;4135;3268;456;195;383;\N;\N;\N;1900;20744436;1
1;08.07.2015 21:31;2;1;327.915;-967.911;Airbed;Apartment;Flexible;2;2;2;-1;40;5;Shared Room;Dallas;08.07.2015 17:29;0;1;62;October 2013;1;white;-1;MF;young;MF;F;MF;white;white;mult;Meredith;O'Brien;white;female;5;3696;1724;1519;159;563;0;1;50;1600;9205558;1
4;09.07.2015 14:11;\N;0;327.958;-968.259;Pull-out Sofa;Apartment;Flexible;2;2;2;-1;60;5;Private Room;Dallas;08.07.2015 17:38;0;1;10;March 2014;1;hisp;-1;MM;young;MM;MM;MM;hisp;unclear;hisp;Kristen;Sullivan;white;female;4;11780;5634;5619;87;2413;\N;\N;\N;10000;12973367;1
2;09.07.2015 16:09;2;0;328.129;-968.032;Real Bed;Apartment;Moderate;2;2;2;25;64;5;Private Room;Dallas;09.07.2015 12:07;0;1;9;March 2015;1;white;-1;M;young;M;M;Null;white;white;Null;Tamika;Williams;black;female;14;3035;2736;84;112;256;0;1;62;606;29090072;1
2;09.07.2015 23:06;\N;0;328.019;-967.871;Real Bed;House;Flexible;2;2;2;20;60;5;Private Room;Dallas;09.07.2015 11:59;0;1;28;October 2013;1;white;-1;M;young/middle;M;M;Null;white;white;Null;Kareem;Robinson;black;male;22;3696;1724;1519;159;563;0;1;63;1600;9649521;1
1;09.07.2015 15:12;2;0;328.192;-968.211;Real Bed;Undefined;Moderate;2;2;2;-1;98;5;Entire Place;Dallas;09.07.2015 06:51;0;1;8;February 2014;1;white;-1;M;middle;M;M;Null;white;white;Null;Tanisha;Jackson;black;female;15;3451;2294;203;275;1620;0;1;98;404;12260529;1
